POA_CODE_2021,SA2_CODE_2021,SA2_NAME_2021
2864,103021065,Forbes
6440,702021055,Barkly
6532,511021277,Exmouth
4051,305041134,Bardon
4879,306011140,Freshwater - Stratford
4287,311041571,Yarrabilba
2650,113031271,Wagga Wagga Surrounds
0873,702011054,Yuendumu - Anmatjere
2155,115011557,Castle Hill - West
2161,125031716,South Wentworthville
4172,305021113,Balmoral
3775,209031212,Panton Hill - St Andrews
2346,110041203,Tamworth - North
7016,603011067,Southern Midlands
3496,215021396,Merbein
3146,208041194,Malvern - Glen Iris
2700,109031185,Tocumwal - Finley - Jerilderie
2450,104021085,Coffs Harbour - South
3747,204021067,Wangaratta Surrounds
5106,402041047,Salisbury East
2818,105031100,Dubbo - East
3766,211051280,Montrose
2263,102021052,Summerland Point - Gwandalan
3350,201031014,Beaufort
5631,406011133,Port Lincoln
2044,117021637,Marrickville - South
5412,405021117,Gilbert Valley
2617,801051123,Black Mountain
4061,302011025,Everton Park
0800,701011002,Darwin City
6167,507031169,Wellard (West) - Bertram
2138,120011673,Rhodes
3002,206041508,Southbank (West) - South Wharf
2360,110021191,Inverell
2284,111011214,Warners Bay - Boolaroo
4170,303011051,Carindale
6010,503011036,Swanbourne - Mount Claremont
2555,127011505,Austral - Greendale
3265,217031475,Corangamite - South
4868,306021157,Woree
5000,401011001,Adelaide
3032,206041121,Kensington (Vic.)
2500,107041144,Balgownie - Fairy Meadow
2748,127011592,Badgerys Creek
3029,213051587,Truganina - South East
4743,312011338,Broadsound - Nebo
2357,110041201,Quirindi
3293,215011387,Ararat Surrounds
2404,110021193,Inverell Surrounds - West
6620,511041291,Morawa
0873,702011051,Ross
4723,308031209,Glenlee - Rockyview
3555,202011023,Maiden Gully
2287,111031226,Maryland - Fletcher - Minmi
3032,213031349,Maribyrnong
4570,319031513,Gympie - South
3695,204031491,Baranduda - Leneva
6152,506071145,Como
2807,103021066,Grenfell
4102,303021058,Woolloongabba
2044,117031640,Newtown (NSW)
5550,405031123,Port Pirie Surrounds
4125,311031318,Munruben - Park Ridge South
2668,113031265,Junee
5733,407031159,Barmera
6169,507051188,Rockingham
2829,105031104,Gilgandra
3939,214021378,Flinders
4505,313041372,Burpengary
2768,116021309,Glenwood
7162,603021069,Bruny Island - Kettering
4346,310031291,Leichhardt - One Mile
0872,702011054,Yuendumu - Anmatjere
6229,501021010,Dardanup
4510,313021369,Wamuran
5350,405011112,Lyndoch
5011,404011090,Beverley
4570,319031514,Gympie Surrounds
5256,407011146,Strathalbyn
2447,108021159,Nambucca Heads Surrounds
2345,110041205,Tamworth Surrounds
3463,202031032,Bendigo Surrounds - North
4711,308031215,Parkhurst - Kawana
6149,507041180,Leeming
4055,304041104,Upper Kedron - Ferny Grove
4822,315011397,Croydon - Etheridge
4814,318021468,Annandale (Qld)
6477,509021242,Mukinbudin
2168,127011595,Hinchinbrook
2151,125041717,Parramatta - North
2822,105011093,Cobar
4076,310011271,Darra - Sumner
4701,308041528,Banana
3523,202021026,Bendigo Surrounds - South
5153,403041088,Willunga
4807,318011461,Burdekin
6512,509021241,Moora
2460,104021091,Woolgoolga - Arrawarra
3222,203021047,North Geelong - Bell Park
2369,110021192,Inverell Surrounds - East
2429,108051168,Old Bar - Manning Point - Red Head
3941,214021384,Rosebud - McCrae
2250,115021298,Galston - Laughtondale
3740,204031075,Yackandandah
2480,112021249,Lismore Surrounds
7117,603021071,Geeveston - Dover
2762,115021297,Dural - Kenthurst - Wisemans Ferry
2578,114011272,Berry - Kangaroo Valley
4498,307011174,Inglewood - Waggamba
3358,201031013,Avoca
2205,119021659,Campsie - North
2153,115041623,Box Hill - Nelson
3446,202021027,Castlemaine
3145,207011152,Hawthorn East
5554,405041124,Kadina
7249,602011048,Summerhill - Prospect
3218,203031489,Barwon Heads - Armstrong Creek
2212,119011361,Yagoona - Birrong
6721,510021269,Port Hedland
2762,116021562,Acacia Gardens
2839,105011092,Bourke - Brewarrina
7016,601011003,Old Beach - Otago
2008,117031638,Camperdown - Darlington
3318,215011394,Yarriambiack
3211,213051468,Werribee - West
3542,215031400,Buloke
2359,110011188,Armidale Surrounds - South
3064,210051542,Craigieburn - North West
5720,407031159,Barmera
2640,109011172,Albury - East
3004,206051512,South Melbourne
3205,206051511,Port Melbourne Industrial
2577,901031003,Jervis Bay
2876,103021065,Forbes
4673,319011501,Svensson Heights - Norville
3707,109011175,Albury Surrounds
5167,403041177,Seaford - Seaford Meadows
3058,210031538,Pascoe Vale
4879,306011143,Yorkeys Knob - Machans Beach
3875,205051101,Maffra
4121,303031061,Macgregor (Qld)
4816,318021583,Deeragun - Jensen
7140,603011067,Southern Midlands
2445,108041165,Port Macquarie Surrounds
3799,211051286,Yarra Valley
7277,602021057,Westbury
6110,506041136,Maddington - Orange Grove - Martin
4717,308011190,Central Highlands - East
6062,504011046,Maylands
3234,203011034,Bannockburn
2828,105011095,Nyngan - Warren
2330,106011113,Singleton Surrounds
2331,106041127,Muswellbrook Surrounds
3523,204011060,Seymour Surrounds
3660,204011060,Seymour Surrounds
2720,113021261,Tumut
4798,312021348,Mount Pleasant - Glenella
6063,504031057,Beechboro
4816,315021407,Northern Highlands
2151,125041719,Rosehill - Harris Park
7249,602011042,Newstead
2765,116021633,Stanhope Gardens - Parklea
4551,316021422,Moffat Beach - Battery Hill
2150,125031481,Granville - Clyde
2505,107011546,Port Kembla - Warrawong
2502,107011547,Windang - Primbee
6566,504031060,Gidgegannup
3401,215011389,Horsham Surrounds
2318,108011151,Bulahdelah - Stroud
4809,315011400,Tablelands
4740,312021344,Eimeo - Rural View
5341,407031168,Renmark Surrounds
3460,201021011,Daylesford
4810,318021475,Garbutt - West End
2624,101031016,Jindabyne - Berridale
2700,113021260,Tumbarumba
2666,113021260,Tumbarumba
5201,407011149,Yankalilla
3218,203021040,Geelong West - Hamlyn Heights
7175,603031073,Forestier - Tasman
2575,123031447,Picton - Tahmoor - Buxton
4879,306011139,Clifton Beach - Kewarra Beach
2145,125041589,Wentworthville - Westmead
4478,315031408,Barcaldine - Blackall
3393,215011394,Yarriambiack
2224,,
4078,303051076,Rocklea - Acacia Ridge
6210,502011024,Halls Head - Erskine
2350,110011188,Armidale Surrounds - South
6630,511041290,Meekatharra
4362,307031186,Southern Downs - West
3174,212041316,Noble Park North
2329,106041129,Scone Surrounds
4401,307021182,Pittsworth
4354,307021182,Pittsworth
2295,111031231,Shortland - Jesmond
4285,311041568,Flagstone (West) - New Beith
6056,504031065,Middle Swan - Herne Hill
4673,319011498,Bundaberg Surrounds - North
3556,202031033,Loddon
3880,205021086,Paynesville
2250,102011028,Avoca Beach - Copacabana
2617,801011025,Spence
3331,203021043,Lara
4153,301011002,Belmont - Gumdale
3564,109031184,Moama
4406,319021505,Kingaroy
2830,105011095,Nyngan - Warren
6328,509011226,Albany Surrounds
2330,106041127,Muswellbrook Surrounds
3764,204011060,Seymour Surrounds
6057,504021052,Malmalling - Reservoir
4737,312021348,Mount Pleasant - Glenella
2038,120021674,Annandale (NSW)
5253,407031166,Murray Bridge Surrounds
2852,103031072,Mudgee
2483,112011239,Brunswick Heads - Ocean Shores
4151,303021054,Fairfield - Dutton Park
4128,311061336,Woodridge
2177,127011593,Cecil Hills
4506,313041376,Upper Caboolture
2763,116021628,Kellyville Ridge - The Ponds
4715,308041528,Banana
2015,117031648,Zetland
4035,302011026,McDowall
3036,210011228,Keilor
4715,308031219,Rockhampton Surrounds - North
4869,306021147,Edmonton
4556,316011415,Mountain Creek
4208,309071558,Willow Vale - Pimpama (West)
6018,505021094,Trigg - North Beach - Watermans Bay
4816,315021404,Carpentaria
4075,310011274,Inala - Richlands
4352,307021179,Crows Nest - Rosalie
4218,309011227,Mermaid Beach - Broadbeach
6156,507021164,East Fremantle
5255,401021008,Mount Barker Surrounds
3274,217041478,Moyne - West
3321,203021040,Geelong West - Hamlyn Heights
3550,202011021,Flora Hill - Spring Gully
2193,119021661,Canterbury - South
7258,602031061,Northern Midlands
2469,104011082,Maclean - Yamba - Iluka
6722,510021268,Newman
4878,306021154,Westcourt - Bungalow
2646,109031180,Corowa
4821,318021490,Townsville City - North Ward
2619,801061130,Fyshwick
6026,505011083,Woodvale
3555,202031033,Loddon
6605,509021238,Dowerin
3485,215021398,Mildura Surrounds
6050,503021040,North Perth
4069,304021088,Chapel Hill
4221,309051243,Currumbin Valley - Tallebudgera
2539,101041018,Batemans Bay - South
2470,112011237,Ballina Surrounds
2355,110041205,Tamworth Surrounds
4514,314011384,Dayboro
4010,305031122,Clayfield
6169,507051193,Warnbro
2825,105011096,Walgett - Lightning Ridge
2537,101041021,Broulee - Tomakin
4703,308031215,Parkhurst - Kawana
3056,206011496,Brunswick - South
2096,122031429,Freshwater - Brookvale
4852,306031161,Tully
2475,112011241,Evans Head
2306,111011207,Belmont South - Blacksmiths
4151,303031062,Mansfield (Qld)
6290,501011001,Augusta
3085,209011203,Viewbank - Yallambie
2303,111031225,Lambton - New Lambton
2477,112011238,Bangalow
2076,126011496,Pennant Hills - Cheltenham
2213,119011356,Condell Park
6166,507011153,Coolbellup
2560,107021135,Illawarra Catchment Reserve
3044,210031536,Glenroy - West
3976,212031562,Hampton Park - West
6176,507051313,Baldivis - South
6156,507041177,Bicton - Palmyra
3214,217031476,Otway
6208,502011026,Mandurah - East
3221,203021047,North Geelong - Bell Park
7310,604011082,Ulverstone
3213,203021486,Corio - Lovely Banks
5343,407031159,Barmera
7250,602011050,Waverley - St Leonards
3373,215011387,Ararat Surrounds
4103,303021052,Annerley
3690,204031072,Towong
4817,318021481,Kirwan - East
4306,319021509,Nanango
4888,318011463,Dalrymple
5611,405031121,Peterborough - Mount Remarkable
3691,109011174,Albury - South
5611,406021140,Quorn - Lake Gilles
5608,406011131,Kimba - Cleve - Franklin Harbour
5432,406021141,Outback
2068,121011683,Castle Cove - Northbridge
3580,215031402,Kerang
4798,312021351,Pioneer Valley
4300,311031316,Hillcrest
3040,206031502,Essendon - East
5560,405031123,Port Pirie Surrounds
6038,505031256,Carabooda - Pinjar
4823,315021406,Mount Isa Surrounds
0837,702031058,Daly
3002,206041125,South Yarra - West
4660,319021508,Monto - Eidsvold
2655,109011175,Albury Surrounds
4512,313021366,Caboolture - South
6281,501011003,Busselton Surrounds
7264,602031100,Scottsdale - Bridport
2560,123021444,Rosemeadow - Glen Alpine
3268,217041480,Warrnambool - South
3755,209031212,Panton Hill - St Andrews
2655,113011257,Griffith Surrounds
4075,310011275,Oxley (Qld)
4405,307011172,Chinchilla
4212,309071253,Hope Island
2779,101051540,Goulburn Surrounds
2617,801011006,Dunlop
3450,202021028,Castlemaine Surrounds
4879,306051166,Atherton
2113,126021590,Putney
6005,503021037,Kings Park (WA)
0822,702051066,Gulf
2450,104021083,Bellingen
4510,313041374,Morayfield
5109,402041047,Salisbury East
3659,204011062,Yea
2050,120021675,Leichhardt
2062,121041413,Cremorne - Cammeray
5440,405031120,Jamestown
2618,801011143,Strathnairn
6256,501031018,Donnybrook - Balingup
2428,108011154,Tuncurry
2481,112011238,Bangalow
3154,211011449,The Basin
3756,210021235,Romsey
6230,501021011,Davenport
2131,120031395,Haberfield - Summer Hill
2179,127011728,Leppington - Catherine Field
2745,127011728,Leppington - Catherine Field
2913,801041036,Casey
2065,121011682,Artarmon
5360,405011111,Light
6084,504031058,Bullsbrook
2227,128011605,Lilli Pilli - Port Hacking - Dolans Bay
2537,101041017,Batemans Bay
6155,506031131,Willetton
3142,207011520,Hawthorn - South
2516,107041150,Woonona - Bulli - Russell Vale
4022,313051380,Rothwell - Kippa-Ring
5374,407031170,Waikerie
3357,201011006,Delacombe
4561,316071545,Bli Bli
4130,301021011,Sheldon - Mount Cotton
3163,208021181,Murrumbeena
5291,407021173,Mount Gambier - East
2206,119021660,Campsie - South
2192,119021661,Canterbury - South
2904,801071085,Mount Taylor
2913,801041039,Franklin
3804,212021299,Narre Warren North
2580,101021610,Googong
2619,101021610,Googong
3108,207021159,Templestowe
4720,308031210,Gracemere
3478,215031400,Buloke
5671,406011134,West Coast (SA)
3159,211051282,Mount Dandenong - Olinda
4721,308031220,Rockhampton Surrounds - West
6501,509021236,Chittering
2826,105031104,Gilgandra
3363,201021012,Gordon (Vic.)
4151,303021056,Holland Park
2745,124031460,Glenmore Park - Regentville
2644,109011175,Albury Surrounds
2145,116011307,Lalor Park - Kings Langley
6105,506021121,Perth Airport
7290,602031060,Longford
3847,205051102,Rosedale
6159,507021165,Fremantle
6162,507021165,Fremantle
4608,319021507,Kingaroy Surrounds - South
3489,215021398,Mildura Surrounds
3506,215021398,Mildura Surrounds
2612,801051124,Campbell
4720,308031212,Mount Morgan
6243,501031017,Bridgetown - Boyup Brook
2256,102011042,Woy Woy - Blackwall
5520,405021119,Wakefield - Barunga West
6393,509031250,Wagin
6225,509031250,Wagin
2076,121021579,Wahroonga (West) - Waitara
4715,308041529,Biloela
4462,307011176,Roma
2116,125041718,Parramatta - South
4406,317011449,Gowrie (Qld)
2490,112031252,Murwillumbah Surrounds
3458,201021011,Daylesford
4736,315031410,Far Central West
4824,315031410,Far Central West
4020,313051575,Scarborough - Newport
4303,310031295,Riverview
3270,217041478,Moyne - West
2649,113021260,Tumbarumba
3337,213041358,Melton West
5131,402051055,St Agnes - Ridgehaven
3384,201031013,Avoca
2541,114011275,Ettrema - Sassafras - Budawang
4506,313021364,Burpengary - East
6155,506031125,Canning Vale - West
6025,505011075,Hillarys
2216,119041381,Rockdale - Banksia
3300,217011421,Hamilton (Vic.)
4125,311051326,Loganlea
4878,306011138,Brinsmead
2212,119011655,Greenacre - North
3373,201011001,Alfredton
6230,501021015,East Bunbury - Glen Iris
3957,205031087,Foster
3424,215011394,Yarriambiack
4055,314011387,Samford Valley
7249,602031062,Perth - Evandale
3218,203021039,Geelong
4720,308031220,Rockhampton Surrounds - West
2618,801011008,Florey
2827,105031104,Gilgandra
3498,109021178,Wentworth - Buronga
2112,125021711,Carlingford - East
4124,311031311,Boronia Heights - Park Ridge
3155,211011259,Wantirna
3152,211011259,Wantirna
2848,103031075,Wollangambe - Wollemi
5203,407011147,Strathalbyn Surrounds
5049,403021063,Sheidow Park - Trott Park
2016,117031639,Chippendale
7275,602021057,Westbury
2150,125041489,North Parramatta
3555,202011024,Strathfieldsaye
3023,213051589,Wyndham Vale - North
4564,316061444,Palmwoods
3572,216011408,Lockington - Gunbower
3360,201031014,Beaufort
2527,107031138,Kiama
3752,209041435,South Morang - North
2282,111011207,Belmont South - Blacksmiths
4553,316061440,Caloundra Hinterland
3192,208031188,Highett (East) - Cheltenham
2824,105011094,Coonamble
3756,209041224,Wallan
2762,116011304,Blacktown (North) - Marayong
3980,212031300,Cranbourne
4821,312011339,Clermont
2557,127011727,Gledswood Hills - Gregory Hills
5012,404021102,The Parks
2477,112011236,Ballina
4210,309071558,Willow Vale - Pimpama (West)
3249,217031474,Corangamite - North
6365,509031247,Kulin
6055,504031061,Hazelmere - Guildford
3317,217011423,Southern Grampians
5583,405041128,Yorke Peninsula - South
5719,405031121,Peterborough - Mount Remarkable
7140,601031020,New Norfolk
4113,303061077,Kuraby
4226,309051244,Mudgeeraba - Bonogin
3311,217011420,Glenelg (Vic.)
3028,213051363,Laverton
3515,202011025,White Hills - Ascot
2730,101061542,Yass Surrounds
2729,113031264,Gundagai
4411,307021183,Wambo
0822,701031031,Howard Springs
2080,121021403,Asquith - Mount Colah
4007,305031124,Hamilton (Qld)
5158,403041071,Aberfoyle Park
6638,511041290,Meekatharra
2302,111031224,Hamilton - Broadmeadow
5381,405021118,Goyder
5110,402041039,Dry Creek - North
2805,103021065,Forbes
2874,103021065,Forbes
4715,308031218,Rockhampton Surrounds - East
6107,506041132,Beckenham - Kenwick - Langford
5501,402021035,Virginia - Waterloo Corner
6063,504031300,Ellenbrook
3564,216011409,Rochester
2762,115011557,Castle Hill - West
3875,205021081,Bairnsdale
4506,313021366,Caboolture - South
4382,307031187,Stanthorpe
2136,119021362,Belmore - Belfield
2619,801031031,Hume
4078,303051074,Pallara - Willawong
3341,203021043,Lara
4571,316071547,Eumundi - Yandina
6207,502011029,Pinjarra
6401,509021243,Northam
4705,308031212,Mount Morgan
4615,319021505,Kingaroy
2035,118021564,Kensington (NSW)
2007,117031646,Ultimo
4751,312021352,Sarina
2620,801031032,Kowen
2203,119021662,Earlwood
6225,501031018,Donnybrook - Balingup
3084,209011203,Viewbank - Yallambie
3585,109031183,Deniliquin Surrounds
2161,125031481,Granville - Clyde
2828,105031099,Coonabarabran
2745,123021703,Denham Court - Bardia
6369,509021240,Merredin
4401,307031186,Southern Downs - West
2110,126021498,Gladesville - Huntleys Point
2912,801041118,Jacka
2795,124021456,Blue Mountains - South
5680,406011135,Western
3501,215021469,Mildura - North
3377,215011392,Stawell
3392,215011392,Stawell
2620,801081093,Fisher
4000,305011109,New Farm
2795,103031074,Mudgee Surrounds - West
3356,201011484,Sebastopol - Redan
6440,511031283,Leinster - Leonora
2069,121011687,Willoughby
3207,206041118,Docklands
4552,316011416,Sippy Downs
4305,310031287,Ipswich - East
6743,510011265,Kununurra
2575,114021285,Hill Top - Colo Vale
5462,405031123,Port Pirie Surrounds
6078,505031257,Two Rocks
3669,216031419,Shepparton Surrounds - West
0832,701041042,Palmerston - South
2753,115031300,Kurrajong Heights - Ebenezer
4815,318021491,Wulguru - Roseneath
2747,116021632,Schofields - East
2642,113031271,Wagga Wagga Surrounds
2651,113031268,Wagga Wagga - North
4673,319011497,Bundaberg North - Gooburrum
5169,403041178,Seaford Rise - Moana
3858,205051101,Maffra
4670,319011502,Walkervale - Avenell Heights
3783,212011289,Emerald - Cockatoo
3763,209031212,Panton Hill - St Andrews
2600,801061129,Barton
3214,203021045,Newcomb - Moolap
2121,126011720,Epping (East) - North Epping
2795,103031071,Lithgow Surrounds
2629,101031015,Cooma Surrounds
4702,308031212,Mount Morgan
4500,314011385,Eatons Hill
2449,108021159,Nambucca Heads Surrounds
3188,208011172,Hampton
